Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,0.6208037357047261,2.8247413806562465,0.0,0.0,0.0,20/50,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,0.6525642676497442,2.970949584331082,0.0,0.0,0.0,20/52,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_PCP_CE_PATHWAY,0.5659075720011809,2.81620667972288,0.0,0.0,0.0,26/77,3.53%,ENSG00000130706;ENSG00000067560;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000161203;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000141367;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000108518;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507;ENSG00000042753;ENSG00000111186
prerank,REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,0.6189171437235611,2.8089979484048815,0.0,0.0,0.0,20/49,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A,0.6093268951934867,2.780066839672528,0.0,0.0,0.0,20/50,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_GASTRULATION,0.5221701219818734,2.7520177262397474,0.0,0.0,0.0,41/108,7.90%,ENSG00000166949;ENSG00000130706;ENSG00000168214;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000172939;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507;ENSG00000125798;ENSG00000154342;ENSG00000137203;ENSG00000164736;ENSG00000163501;ENSG00000075891;ENSG00000179111;ENSG00000164690;ENSG00000133937;ENSG00000054598;ENSG00000259974;ENSG00000163508;ENSG00000203877;ENSG00000103241;ENSG00000135903;ENSG00000075388;ENSG00000087510;ENSG00000163132;ENSG00000141448
prerank,REACTOME_SIGNALING_BY_NOTCH4,0.5620369546972712,2.72878582117132,0.0,0.0,0.0,23/71,2.47%,ENSG00000166949;ENSG00000130706;ENSG00000168214;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000137845;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_ABC_TRANSPORTER_DISORDERS,0.571171273723939,2.713109682891945,0.0,0.0,0.0,23/64,2.99%,ENSG00000130706;ENSG00000115657;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507;ENSG00000165280;ENSG00000135506
prerank,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,0.5817865180357431,2.712144171842101,0.0,0.0,0.0,22/56,2.73%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507;ENSG00000104738;ENSG00000112118
prerank,REACTOME_PROGRAMMED_CELL_DEATH,0.46681697014459367,2.6831271287534593,0.0,0.0,0.0,40/195,2.47%,ENSG00000128245;ENSG00000130706;ENSG00000150991;ENSG00000134308;ENSG00000136279;ENSG00000026025;ENSG00000178209;ENSG00000132589;ENSG00000100902;ENSG00000100804;ENSG00000087274;ENSG00000087191;ENSG00000100764;ENSG00000197694;ENSG00000103035;ENSG00000137312;ENSG00000185825;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000170027;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000105401;ENSG00000080824;ENSG00000108953;ENSG00000166913;ENSG00000087470;ENSG00000041357;ENSG00000160789;ENSG00000101182;ENSG00000108424;ENSG00000108561;ENSG00000099341;ENSG00000130724;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_CIRCADIAN_CLOCK,0.5001470596398627,2.6463590576392613,0.0,0.0,0.0,26/108,2.47%,ENSG00000130706;ENSG00000171720;ENSG00000150991;ENSG00000029153;ENSG00000134107;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000213639;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000204435;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000172531;ENSG00000142507
prerank,REACTOME_HEDGEHOG_ON_STATE,0.5380470577830729,2.6440272808283085,0.0,0.0,0.0,21/72,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000088826;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,-0.5642492591826866,-2.168023859374404,0.0,0.0,0.0,67/89,34.03%,ENSG00000105640;ENSG00000198755;ENSG00000149806;ENSG00000221983;ENSG00000115268;ENSG00000136942;ENSG00000105372;ENSG00000177600;ENSG00000089157;ENSG00000130255;ENSG00000162244;ENSG00000182899;ENSG00000109475;ENSG00000156508;ENSG00000142541;ENSG00000137818;ENSG00000172809;ENSG00000142676;ENSG00000131469;ENSG00000110700;ENSG00000167526;ENSG00000142534;ENSG00000177954;ENSG00000144713;ENSG00000114942;ENSG00000101210;ENSG00000163923;ENSG00000116251;ENSG00000063177;ENSG00000100316;ENSG00000185088;ENSG00000156482;ENSG00000140988;ENSG00000171858;ENSG00000071082;ENSG00000108298;ENSG00000143947;ENSG00000148303;ENSG00000125691;ENSG00000265681;ENSG00000165496;ENSG00000197728;ENSG00000118181;ENSG00000124614;ENSG00000161016;ENSG00000254772;ENSG00000037241;ENSG00000145592;ENSG00000149273;ENSG00000188846;ENSG00000108107;ENSG00000161970;ENSG00000105193;ENSG00000163584;ENSG00000197756;ENSG00000229117;ENSG00000198242;ENSG00000145425;ENSG00000138326;ENSG00000134419;ENSG00000170889;ENSG00000083845;ENSG00000140986;ENSG00000197958;ENSG00000171863;ENSG00000089009;ENSG00000137154
prerank,REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,0.608205065680477,2.8127766525034295,0.0,0.0,0.0,22/54,2.99%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507;ENSG00000165280;ENSG00000135506
prerank,REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.5607198008604242,2.9872048060417873,0.0,0.0,0.0,35/116,2.55%,ENSG00000213024;ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000082898;ENSG00000087191;ENSG00000100401;ENSG00000094914;ENSG00000100764;ENSG00000103035;ENSG00000100280;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000161203;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000137309;ENSG00000041357;ENSG00000101182;ENSG00000108424;ENSG00000196262;ENSG00000102900;ENSG00000132341;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000106367;ENSG00000142507;ENSG00000175334;ENSG00000143761;ENSG00000042753
prerank,REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,0.6609621206904879,2.963095842549073,0.0,0.0,0.0,20/47,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.6333004975750247,2.993159484722364,0.0,0.0,0.0,25/61,3.00%,ENSG00000130706;ENSG00000129521;ENSG00000150991;ENSG00000135766;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000107159;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000100644;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507;ENSG00000112715
prerank,REACTOME_METABOLISM_OF_POLYAMINES,0.7629470903667754,3.37786287010096,0.0,0.0,0.0,24/44,2.52%,ENSG00000130706;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000088826;ENSG00000181019;ENSG00000100764;ENSG00000180304;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000104904;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507;ENSG00000102172
prerank,REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274,0.7345255931348503,3.207051640994152,0.0,0.0,0.0,22/44,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000170027;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000204435;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,0.7353743794500915,3.181532805059332,0.0,0.0,0.0,22/41,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000109971;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000114867;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_REGULATION_OF_CDH1_FUNCTION,0.6660573711645118,3.1662241965812576,0.0,0.0,0.0,26/59,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000035403;ENSG00000044115;ENSG00000100902;ENSG00000100804;ENSG00000079805;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000184009;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000164733;ENSG00000075624;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,0.6251691731060259,3.15644302322797,0.0,0.0,0.0,31/84,2.69%,ENSG00000130706;ENSG00000150991;ENSG00000033050;ENSG00000136810;ENSG00000160211;ENSG00000138798;ENSG00000108846;ENSG00000103222;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000181019;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000177156;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000104687;ENSG00000142657;ENSG00000126067;ENSG00000165916;ENSG00000142507;ENSG00000117450
prerank,REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D,0.7448740614887802,3.155345630399108,0.0,0.0,0.0,20/38,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_REGULATION_OF_APOPTOSIS,0.7354459734647496,3.1545513409167407,0.0,0.0,0.0,20/39,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_SOMITOGENESIS,0.7235638439770422,3.133123993726111,0.0,0.0,0.0,20/42,2.47%,ENSG00000130706;ENSG00000168214;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.6890601425040757,3.0768404263843925,0.0,0.0,0.0,21/46,2.57%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507;ENSG00000072062
prerank,REACTOME_DEGRADATION_OF_DVL,0.6836564415196269,2.9873557642198727,0.0,0.0,0.0,20/43,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_DEGRADATION_OF_AXIN,0.7048825491024447,3.063981365637311,0.0,0.0,0.0,20/41,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,0.6979095375422352,3.0544467970333034,0.0,0.0,0.0,21/44,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000105329;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_STABILIZATION_OF_P53,0.7067226021529,3.0658373837252944,0.0,0.0,0.0,20/43,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,0.6917387077571616,3.0414909012887477,0.0,0.0,0.0,20/43,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274,0.6854967573600682,3.002247253910592,0.0,0.0,0.0,20/43,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,0.670450259986331,3.0446843962309984,0.0,0.0,0.0,25/51,4.16%,ENSG00000130706;ENSG00000150991;ENSG00000151694;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507;ENSG00000165280;ENSG00000185624;ENSG00000135506;ENSG00000163501
prerank,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,0.66863362002999,3.0125710904730925,0.0,0.0,0.0,20/48,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,0.698120511210628,3.015761014052573,0.0,0.0,0.0,20/40,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.6267742055966437,3.0062178836975892,0.0,0.0,0.0,23/66,2.47%,ENSG00000130706;ENSG00000150991;ENSG00000088832;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000100764;ENSG00000103035;ENSG00000175166;ENSG00000013275;ENSG00000108671;ENSG00000185627;ENSG00000174775;ENSG00000173692;ENSG00000108344;ENSG00000115233;ENSG00000041357;ENSG00000101182;ENSG00000196262;ENSG00000099341;ENSG00000126067;ENSG00000165916;ENSG00000142507
prerank,REACTOME_KEAP1_NFE2L2_PATHWAY,0.5743753021831144,3.018348436064588,0.0,0.0,0.0,35/109,2.69%,ENSG00000130706;ENSG00000150991;ENSG00000033050;ENSG00000136810;ENSG00000160211;ENSG00000138798;ENSG00000108846;ENSG00000103222;ENSG00000100902;ENSG00000100804;ENSG00000087191;ENSG00000181019;ENSG00000100764;ENSG00000103035;ENSG00000070010;ENSG00000175166;ENSG00000013275;ENSG00000177156;ENSG00000108671;ENSG00000185627;ENSG00000173692;ENSG00000254986;ENSG00000108344;ENSG00000115233;ENSG00000204435;ENSG00000041357;ENSG00000101182;ENSG00000099341;ENSG00000104687;ENSG00000142657;ENSG00000126067;ENSG00000165916;ENSG00000142507;ENSG00000165280;ENSG00000117450
